id,item,item_text,resp
103_1104_2022,CREDI_F14,"Does the child ask “why” questions (e.g., “why are you tall?”)?",1
103_1104_2022,CREDI_F15,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
103_1104_2022,CREDI_F16,Does the child become extremely withdrawn or shy in new situations?,0
103_1104_2022,CREDI_F17,"Does the child frequently act impulsively or without thinking (e.g., running into the street without looking)?",0
103_1104_2022,CREDI_F18,"Does the child often kick, bite, or hit other children or adults?",0
103_1104_2022,CREDI_F19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",0
103_1104_2022,CREDI_F2,Can the child jump with both feet leaving the ground?,1
103_1104_2022,CREDI_F20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",1
103_1104_2022,CREDI_F3,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
103_1104_2022,CREDI_F4,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
103_1104_2022,CREDI_F5,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
103_1104_2022,CREDI_F6,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
103_1104_2022,CREDI_F7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
103_1104_2022,CREDI_F8,"Can the child count up to five objects (e.g., fingers, people)?",1
103_1104_2022,CREDI_F9,"Can the child identify at least one color (e.g., red, blue, yellow)?",1
103_1105_2022,CREDI_D1,Can the child walk backwards?,0
103_1105_2022,CREDI_D10,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",0
103_1105_2022,CREDI_D11,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",0
103_1105_2022,CREDI_D12,"Can the child count up to five objects (e.g., fingers, people)?",0
103_1105_2022,CREDI_D13,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",0
103_1105_2022,CREDI_D14,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",0
103_1105_2022,CREDI_D15,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
103_1105_2022,CREDI_D16,Can the child explain in words what common objects like a cup or a chair are used for?,0
103_1105_2022,CREDI_D17,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",0
103_1105_2022,CREDI_D18,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",0
103_1105_2022,CREDI_D19,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",0
103_1105_2022,CREDI_D2,"Can the child ask for something (e.g., food, water) by name when he/she wants it?",1
103_1105_2022,CREDI_D20,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
103_1105_2022,CREDI_D3,"Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)?",0
103_1105_2022,CREDI_D4,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",0
103_1105_2022,CREDI_D5,"Can the child remove an item of clothing (e.g., take off his/her shirt)?",0
103_1105_2022,CREDI_D6,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",0
103_1105_2022,CREDI_D7,Can the child tell you when he/she is tired or hungry?,1
103_1105_2022,CREDI_D8,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,0
103_1105_2022,CREDI_D9,Can the child jump with both feet leaving the ground?,0
103_1106_2022,CREDI_E1,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
103_1106_2022,CREDI_E10,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
103_1106_2022,CREDI_E11,Does the child become extremely withdrawn or shy in new situations?,0
103_1106_2022,CREDI_E12,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",0
103_1106_2022,CREDI_E13,"Does the child often kick, bite, or hit other children or adults?",0
103_1106_2022,CREDI_E14,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",0
103_1106_2022,CREDI_E15,"Does the child ask “why” questions (e.g., “why are you tall?”)?",1
103_1106_2022,CREDI_E16,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
103_1106_2022,CREDI_E17,Can the child explain in words what common objects like a cup or a chair are used for?,0
103_1106_2022,CREDI_E18,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",0
103_1106_2022,CREDI_E19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",0
103_1106_2022,CREDI_E2,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",0
103_1106_2022,CREDI_E20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",0
103_1106_2022,CREDI_E3,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,0
103_1106_2022,CREDI_E4,Can the child jump with both feet leaving the ground?,1
103_1106_2022,CREDI_E5,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
103_1106_2022,CREDI_E6,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
103_1106_2022,CREDI_E7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",0
103_1106_2022,CREDI_E8,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
103_1106_2022,CREDI_E9,"Can the child count up to five objects (e.g., fingers, people)?",1
103_1107_2022,CREDI_D1,Can the child walk backwards?,1
103_1107_2022,CREDI_D10,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
103_1107_2022,CREDI_D11,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
103_1107_2022,CREDI_D12,"Can the child count up to five objects (e.g., fingers, people)?",1
103_1107_2022,CREDI_D13,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
103_1107_2022,CREDI_D14,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
103_1107_2022,CREDI_D15,"Can the child identify at least one color (e.g., red, blue, yellow)?",1
103_1107_2022,CREDI_D16,Can the child explain in words what common objects like a cup or a chair are used for?,1
103_1107_2022,CREDI_D17,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
103_1107_2022,CREDI_D18,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
103_1107_2022,CREDI_D19,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
103_1107_2022,CREDI_D2,"Can the child ask for something (e.g., food, water) by name when he/she wants it?",1
103_1107_2022,CREDI_D20,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
103_1107_2022,CREDI_D3,"Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)?",1
103_1107_2022,CREDI_D4,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
103_1107_2022,CREDI_D5,"Can the child remove an item of clothing (e.g., take off his/her shirt)?",1
103_1107_2022,CREDI_D6,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
103_1107_2022,CREDI_D7,Can the child tell you when he/she is tired or hungry?,1
103_1107_2022,CREDI_D8,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
103_1107_2022,CREDI_D9,Can the child jump with both feet leaving the ground?,1
103_1107_2022,CREDI_F1,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
103_1107_2022,CREDI_F10,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
103_1107_2022,CREDI_F11,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
